hc-key,al,at,be,bg,cy,cz,de,dk,ee,fi,fr,gr,hr,hu,is,ie,it,lt,lu,lv,me,mk,mt,nl,pl,pt,ro,rs,si,sk,es,se,tr,gb
01/05/2010,,30.4719,35.26506417,20.02673,30.3657002,37.85281097,39.9006303,14.2225422,14.95891,27.82722278,37.24831373,49.20776,49.61946,19.66358472,29.83463878,39.82283037,33.04047665,27.03988224,15.9700198,47.2319342,,31.73086832,22.34912,23.65708786,29.14241,41.70889756,30.71145098,,42.73313861,22.02882181,39.94939364,19.71934286,35.11141,51.79000464
