hc-key,al,at,be,bg,cy,cz,de,dk,ee,fi,fr,gr,hr,hu,is,ie,it,lt,lu,lv,me,mk,mt,nl,pl,pt,ro,rs,si,sk,es,se,tr,gb
01/11/2010,,34.16129,31.73042871,16.0357,27.83065476,37.53824219,37.6736376,19.06555767,17.0854,29.04572139,41.57337838,52.21345,49.51995,20.23739088,33.54275449,40.85288977,32.2950736,21.56806965,15.59807018,36.0686341,,28.56622159,22.00244,17.35279808,23.98384,36.14819253,30.15578422,,42.3011753,20.46238603,37.08771229,16.58691176,39.94595,45.12055823
