hc-key,al,at,be,bg,cy,cz,de,dk,ee,fi,fr,gr,hr,hu,is,ie,it,lt,lu,lv,me,mk,mt,nl,pl,pt,ro,rs,si,sk,es,se,tr,gb
01/11/2013,,32.30585271,34.80543744,24.69117819,57.70570577,53.47375,37.76126196,26.82517483,27.78096614,28.35252495,53.83762415,70.42956,52.6323,30.92953,26.49642,49.40406375,57.03548,31.10447573,19.83265748,38.74432969,40.07430862,27.99004771,13.89384,40.47519136,35.14278,62.01034384,37.71447147,43.11413926,53.70161142,42.37477,66.92054348,20.14931305,34.45784216,51.98218906
